	scenario_title	search_nums	image_path	target_price_buyer	target_price_seller	description_buyer	description_seller
475	Bell'O TV Stand - Black Glass and Wood Trim	30500	furniture/6144755173_0.jpg	87	125	"Beautiful 42"" Bell'O TV Stand - Black Glass with Wood Trim.  Stands 23 inches tall and 21 1/2 inches deep."	"Beautiful 42"" Bell'O TV Stand - Black Glass with Wood Trim.  Stands 23 inches tall and 21 1/2 inches deep."
499	Bell'O TV Stand - Black Glass and Wood Trim	30500	furniture/6144755173_0.jpg	87	125	"Beautiful 42"" Bell'O TV Stand - Black Glass with Wood Trim.  Stands 23 inches tall and 21 1/2 inches deep."	"Beautiful 42"" Bell'O TV Stand - Black Glass with Wood Trim.  Stands 23 inches tall and 21 1/2 inches deep."
495	Bell'O TV Stand - Black Glass and Wood Trim	30500	furniture/6144755173_0.jpg	112	125	"Beautiful 42"" Bell'O TV Stand - Black Glass with Wood Trim.  Stands 23 inches tall and 21 1/2 inches deep."	"Beautiful 42"" Bell'O TV Stand - Black Glass with Wood Trim.  Stands 23 inches tall and 21 1/2 inches deep."
509	Bell'O TV Stand - Black Glass and Wood Trim	30500	furniture/6144755173_0.jpg	62	125	"Beautiful 42"" Bell'O TV Stand - Black Glass with Wood Trim.  Stands 23 inches tall and 21 1/2 inches deep."	"Beautiful 42"" Bell'O TV Stand - Black Glass with Wood Trim.  Stands 23 inches tall and 21 1/2 inches deep."
554	Bell'O TV Stand - Black Glass and Wood Trim	30500	furniture/6144755173_0.jpg	112	125	"Beautiful 42"" Bell'O TV Stand - Black Glass with Wood Trim.  Stands 23 inches tall and 21 1/2 inches deep."	"Beautiful 42"" Bell'O TV Stand - Black Glass with Wood Trim.  Stands 23 inches tall and 21 1/2 inches deep."
1327	REDUCED Brass Metal PINWHEEL by Curtis Jere Sculpture wall hanging BIG	27000	furniture/6145094978_0.jpg	270	450	"Reduced!  Large brass pinwheel signed (Curtis) 'Jere'.  From 1970s or 1990s.  Approx 45"" diameter. Very sturdy.  4 hooks where you can attach it to the wall.  Great eye catching, whimsical wall sculpture!"	"Reduced!  Large brass pinwheel signed (Curtis) 'Jere'.  From 1970s or 1990s.  Approx 45"" diameter. Very sturdy.  4 hooks where you can attach it to the wall.  Great eye catching, whimsical wall sculpture! Wear normal for age / moving- some small creases on edges / scratches on center.  Listening to all offers! Pickup in Auburn, CA near hwy 80 and Luther rd."
1329	REDUCED Brass Metal PINWHEEL by Curtis Jere Sculpture wall hanging BIG	27000	furniture/6145094978_0.jpg	342	450	"Reduced!  Large brass pinwheel signed (Curtis) 'Jere'.  From 1970s or 1990s.  Approx 45"" diameter. Very sturdy.  4 hooks where you can attach it to the wall.  Great eye catching, whimsical wall sculpture!"	"Reduced!  Large brass pinwheel signed (Curtis) 'Jere'.  From 1970s or 1990s.  Approx 45"" diameter. Very sturdy.  4 hooks where you can attach it to the wall.  Great eye catching, whimsical wall sculpture! Wear normal for age / moving- some small creases on edges / scratches on center.  Listening to all offers! Pickup in Auburn, CA near hwy 80 and Luther rd."
378	Vintage Marushka Wallhanging	15900		95	125	"Very cool and rare 1970s Marushka screenprint of a winter forest. 18"" x 24"""	"Very cool and rare 1970s Marushka screenprint of a winter forest. 18"" x 24"" Canvas over wooden frame. In great shape! art fabric textile midcentury mid century danish modern retro mod painting nature trees wallhanging artwork"
100	Vintage Marushka Wallhanging	15900		115	125	"Very cool and rare 1970s Marushka screenprint of a winter forest. 18"" x 24"""	"Very cool and rare 1970s Marushka screenprint of a winter forest. 18"" x 24"" Canvas over wooden frame. In great shape! art fabric textile midcentury mid century danish modern retro mod painting nature trees wallhanging artwork"
228	Vintage Marushka Wallhanging	15900		75	125	"Very cool and rare 1970s Marushka screenprint of a winter forest. 18"" x 24"""	"Very cool and rare 1970s Marushka screenprint of a winter forest. 18"" x 24"" Canvas over wooden frame. In great shape! art fabric textile midcentury mid century danish modern retro mod painting nature trees wallhanging artwork"
138	Vintage Marushka Wallhanging	15900		115	125	"Very cool and rare 1970s Marushka screenprint of a winter forest. 18"" x 24"""	"Very cool and rare 1970s Marushka screenprint of a winter forest. 18"" x 24"" Canvas over wooden frame. In great shape! art fabric textile midcentury mid century danish modern retro mod painting nature trees wallhanging artwork"
355	Vintage Marushka Wallhanging	15900		115	125	"Very cool and rare 1970s Marushka screenprint of a winter forest. 18"" x 24"""	"Very cool and rare 1970s Marushka screenprint of a winter forest. 18"" x 24"" Canvas over wooden frame. In great shape! art fabric textile midcentury mid century danish modern retro mod painting nature trees wallhanging artwork"
390	Corsair Obsidian Series? 250D Mini ITX PC Case	11800		24	40	I am selling a mint case from Corsair (250D). It was originally purchased to compliment my new PC but I ended up reusing my old one. Comes with all necessary screws to complete the build.	I am selling a mint case from Corsair (250D). It was originally purchased to compliment my new PC but I ended up reusing my old one. Comes with all necessary screws to complete the build. The unit looks new and will come in its original box.
265	Corsair Obsidian Series? 250D Mini ITX PC Case	11800		36	40	I am selling a mint case from Corsair (250D). It was originally purchased to compliment my new PC but I ended up reusing my old one. Comes with all necessary screws to complete the build.	I am selling a mint case from Corsair (250D). It was originally purchased to compliment my new PC but I ended up reusing my old one. Comes with all necessary screws to complete the build. The unit looks new and will come in its original box.
386	Corsair Obsidian Series? 250D Mini ITX PC Case	11800		36	40	I am selling a mint case from Corsair (250D). It was originally purchased to compliment my new PC but I ended up reusing my old one. Comes with all necessary screws to complete the build.	I am selling a mint case from Corsair (250D). It was originally purchased to compliment my new PC but I ended up reusing my old one. Comes with all necessary screws to complete the build. The unit looks new and will come in its original box.
363	Corsair Obsidian Series? 250D Mini ITX PC Case	11800		24	40	I am selling a mint case from Corsair (250D). It was originally purchased to compliment my new PC but I ended up reusing my old one. Comes with all necessary screws to complete the build.	I am selling a mint case from Corsair (250D). It was originally purchased to compliment my new PC but I ended up reusing my old one. Comes with all necessary screws to complete the build. The unit looks new and will come in its original box.
606	Serge Mouille Preying Mantis Single Floor Lamp	8820	furniture/6138661986_0.jpg	180	200	I purchased this Serge Mouille (reproduction) floor lamp new a week ago, but it doesn't work with my living room space.	"I purchased this Serge Mouille (reproduction) floor lamp new a week ago, but it doesn't work with my living room space. Full specs are here: http://organicmodernism.com/index.php?p=501 63.5"" tall with brass fittings. 40 W bulb. UL-listed."
647	Serge Mouille Preying Mantis Single Floor Lamp	8820	furniture/6138661986_0.jpg	100	200	I purchased this Serge Mouille (reproduction) floor lamp new a week ago, but it doesn't work with my living room space.	"I purchased this Serge Mouille (reproduction) floor lamp new a week ago, but it doesn't work with my living room space. Full specs are here: http://organicmodernism.com/index.php?p=501 63.5"" tall with brass fittings. 40 W bulb. UL-listed."
607	Serge Mouille Preying Mantis Single Floor Lamp	8820	furniture/6138661986_0.jpg	140	200	I purchased this Serge Mouille (reproduction) floor lamp new a week ago, but it doesn't work with my living room space.	"I purchased this Serge Mouille (reproduction) floor lamp new a week ago, but it doesn't work with my living room space. Full specs are here: http://organicmodernism.com/index.php?p=501 63.5"" tall with brass fittings. 40 W bulb. UL-listed."
1181	Geochron Kilburg World Time Clock (Moving Sale)	1680	furniture/6123395245_0.jpg	375	750	The Geochron is the only mechanical world clock ever made showing the sunlight pattern on the earth in real time. Condition: Mechanically sound Excellent working condition	"The Geochron is the only mechanical world clock ever made showing the sunlight pattern on the earth in real time. Condition: Mechanically sound Excellent working condition Search Steve2017 for my other listings or simply click on the ""more ads by this user"" link found under the map. Please email me if you are interested. Serious inquiries only."
1182	Geochron Kilburg World Time Clock (Moving Sale)	1680	furniture/6123395245_0.jpg	675	750	The Geochron is the only mechanical world clock ever made showing the sunlight pattern on the earth in real time. Condition: Mechanically sound Excellent working condition	"The Geochron is the only mechanical world clock ever made showing the sunlight pattern on the earth in real time. Condition: Mechanically sound Excellent working condition Search Steve2017 for my other listings or simply click on the ""more ads by this user"" link found under the map. Please email me if you are interested. Serious inquiries only."
1225	Geochron Kilburg World Time Clock (Moving Sale)	1680	furniture/6123395245_0.jpg	525	750	The Geochron is the only mechanical world clock ever made showing the sunlight pattern on the earth in real time. Condition: Mechanically sound Excellent working condition	"The Geochron is the only mechanical world clock ever made showing the sunlight pattern on the earth in real time. Condition: Mechanically sound Excellent working condition Search Steve2017 for my other listings or simply click on the ""more ads by this user"" link found under the map. Please email me if you are interested. Serious inquiries only."
1164	B&B ITALIA sofa, Harry Sofa $2000 OBO	10	furniture/6139398974_0.jpg	1000	2000	The sofa was acquired by one of my family members and passed onto me. I have to let go of this lovely sofa because I am moving to a new house with the interior of brighter/lighter color. We can arrange a local pick-up in Walnut Creek, CA. Text me at	The sofa was acquired by one of my family members and passed onto me. I have to let go of this lovely sofa because I am moving to a new house with the interior of brighter/lighter color. We can arrange a local pick-up in Walnut Creek, CA. Text me at If you wish to learn more about the sofa I recommend you to visit  http://www.bebitalia.com/en/sofa-harry B and B Italia, Sofa, B&B Italia, BnB italia, Fabric,
1222	B&B ITALIA sofa, Harry Sofa $2000 OBO	10	furniture/6139398974_0.jpg	1400	2000	The sofa was acquired by one of my family members and passed onto me. I have to let go of this lovely sofa because I am moving to a new house with the interior of brighter/lighter color. We can arrange a local pick-up in Walnut Creek, CA. Text me at	The sofa was acquired by one of my family members and passed onto me. I have to let go of this lovely sofa because I am moving to a new house with the interior of brighter/lighter color. We can arrange a local pick-up in Walnut Creek, CA. Text me at If you wish to learn more about the sofa I recommend you to visit  http://www.bebitalia.com/en/sofa-harry B and B Italia, Sofa, B&B Italia, BnB italia, Fabric,
